business_name,city,county,state,latitude,longitude,location_type,partial_match
Lily'S Promise,Bradenton,Manatee,florida,27.4929911,-82.42159029999999,ROOFTOP,True
Lincoln Manor,Hollywood,Broward,florida,26.017462,-80.1510739,ROOFTOP,True
Lincolnshire Assisted Living,Clearwater,Pinellas,florida,27.9389048,-82.7425571,ROOFTOP,True
Lindo'S House Of Care.,North Lauderdale,Broward,florida,26.217305,-80.2258811,APPROXIMATE,True
Lindsay'S Alternative Care.,Coral Springs,Broward,florida,26.2838,-80.211254,ROOFTOP,True
Lindsay'S Alternative Care.,Coral Springs,Broward,florida,26.2838,-80.211254,ROOFTOP,True
Lindsay'S Alternative Care.,Coral Springs,Broward,florida,26.2838,-80.211254,ROOFTOP,True
Lindsay'S Alternative Care.,Coral Springs,Broward,florida,26.2838,-80.211254,ROOFTOP,True
Lindy Care At Coral Springs.,Coral Springs,Broward,florida,26.271192,-80.2706044,APPROXIMATE,True
Lindy Care Ii,Coral Springs,Broward,florida,26.271192,-80.2706044,APPROXIMATE,True
Linet Tender Loving Care Alf,Saint Petersburg,Pinellas,florida,27.8154544,-82.7003177,ROOFTOP,True
Lisbet Health Center At Wellington Bay,Wellington,Palm Beach,florida,26.6424489,-80.2091818,ROOFTOP,True
Little Havana Alf,Miami,Miami-Dade,florida,25.7635535,-80.2379682,ROOFTOP,True
Little Havana Hhc,Miami,Miami-Dade,florida,25.7695418,-80.3131678,ROOFTOP,True
Little Havana Ii,Miami,Miami-Dade,florida,25.7776438,-80.2377078,APPROXIMATE,True
Little Havana Living,Miami,Miami-Dade,florida,25.7776438,-80.2377078,APPROXIMATE,True
Live Well Home Alf,Hialeah,Miami-Dade,florida,25.8743823,-80.26956469999999,ROOFTOP,True
Live Love Laugh Assisted Living,Port Saint Lucie,St. Lucie,florida,27.2730492,-80.3582261,APPROXIMATE,True
Living By Faith,Hallandale Beach,Broward,florida,25.996215,-80.139471,ROOFTOP,True
Living Care Facility,Miami,Miami-Dade,florida,25.7880468,-80.1406619,ROOFTOP,True
Living Southern Style Of Brevard,Rockledge,Brevard,florida,28.3110047,-80.70557649999999,ROOFTOP,True
Living Well Alf #1,Homestead,Miami-Dade,florida,25.542478,-80.36386499999999,ROOFTOP,True
Living Well Alf #2,Cutler Bay,Miami-Dade,florida,25.5695125,-80.34903349999999,ROOFTOP,True
Lizandra Assisted Living Facility,Tampa,Hillsborough,florida,28.0268748,-82.4284797,ROOFTOP,True
Lizi Home Care Alf,Miami,Miami-Dade,florida,25.7686022,-80.26408839999999,ROOFTOP,True
Lizi Home Care Iii,Miami,Miami-Dade,florida,25.6451932,-80.3819384,ROOFTOP,True
Llina'S Alf,Homestead,Miami-Dade,florida,25.4988966,-80.4307614,ROOFTOP,True
Lolita 2 Home Care Alf Corp.,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
Lombardo Home (The),Bradenton,Manatee,florida,27.4989278,-82.5748194,APPROXIMATE,True
Lombardo Home Ii (The),Bradenton,Manatee,florida,27.4504475,-82.5773763,GEOMETRIC_CENTER,True
Long Life Alf,Homestead,Miami-Dade,florida,25.4724755,-80.48425739999999,ROOFTOP,True
Longleaf Alf,Saint Petersburg,Pinellas,florida,27.811034,-82.6869091,ROOFTOP,True
Loreto Homes,Homestead,Miami-Dade,florida,25.4687224,-80.4775569,APPROXIMATE,True
Los Alonso Alf,Lehigh Acres,Lee,florida,26.6253497,-81.6248026,APPROXIMATE,True
Los Jazmines Alf,Miami,Miami-Dade,florida,25.8184701,-80.2429999,ROOFTOP,True
Los Tres Milagros Corp,Miami,Miami-Dade,florida,25.6004128,-80.3643312,ROOFTOP,True
Los Tres Milagros Ii,Miami,Miami-Dade,florida,25.6004128,-80.3643312,ROOFTOP,True
Lourdes Alf,Miami,Miami-Dade,florida,25.693496,-80.282115,ROOFTOP,True
Lourdes Pavilion,West Palm Beach,Palm Beach,florida,26.711074,-80.050158,ROOFTOP,True
Lourdes Residence,Miami,Miami-Dade,florida,25.693496,-80.282115,ROOFTOP,True
Love & Peace Alf,Miami,Miami-Dade,florida,25.7739191,-80.1949873,ROOFTOP,True
Love & Tenderness,Miami,Miami-Dade,florida,25.7634808,-80.2383239,ROOFTOP,True
Love Alf,Cape Coral,Lee,florida,26.5980585,-81.9900311,ROOFTOP,True
Love Alf Ii,Cape Coral,Lee,florida,26.5980585,-81.9900311,ROOFTOP,True
Love And Affectionate Alf.,North Lauderdale,Broward,florida,26.217305,-80.2258811,APPROXIMATE,True
Love And Care Alf,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
Love Of Hope Alf,Miami Gardens,Miami-Dade,florida,25.9399252,-80.28288900000001,ROOFTOP,True
Love Paradise,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
Love Village Usa,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
Loved By The Day,Brandon,Hillsborough,florida,27.9321017,-82.2962423,ROOFTOP,True
Lovey'S Alf,Holly Hill,Volusia,florida,29.2360371,-81.03183829999999,ROOFTOP,True
Loving Care Alf,Tampa,Hillsborough,florida,28.0046626,-82.5148423,ROOFTOP,True
Loving Care Center The,Miami,Miami-Dade,florida,25.7772788,-80.20645309999999,ROOFTOP,True
Loving Care Living Facility,Saint Augustine,St. Johns,florida,29.8969639,-81.32950369999999,ROOFTOP,True
Loving Care Of The Treasure Coast,Port Saint Lucie,St. Lucie,florida,27.2783926,-80.3562192,ROOFTOP,True
Loving Care Senior Services,Riviera Beach,Palm Beach,florida,26.8335716,-80.08930699999999,ROOFTOP,True
Loving Elderly Care,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
Loving Family Senior Care,Miami,Miami-Dade,florida,25.8076842,-80.2344585,ROOFTOP,True
Loving Hands Of Inverrary,Lauderhill,Broward,florida,26.1699573,-80.2339665,APPROXIMATE,True
Loving Health Care Corp,Tampa,Hillsborough,florida,27.950575,-82.4571776,APPROXIMATE,True
Loving Heart Corp,Homestead,Miami-Dade,florida,25.5037893,-80.4717225,ROOFTOP,True
Ls Holistic Care Assisted Living,Coral Springs,Broward,florida,26.2846485,-80.23075899999999,ROOFTOP,True
Lt Loving Care,Palmetto,Manatee,florida,27.5357663,-82.54607829999999,ROOFTOP,True
Lubrin Loving Care.,Plantation,Broward,florida,26.098471,-80.2347209,ROOFTOP,True
Lucille'S Loving Care,Miami Gardens,Miami-Dade,florida,25.9371483,-80.2375437,ROOFTOP,True
Lucy'S Home Care,Miami,Miami-Dade,florida,25.8890749,-80.1654361,ROOFTOP,True
Lugar De Amor Alf,Miami,Miami-Dade,florida,25.7686022,-80.26408839999999,ROOFTOP,True
Luna 11,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
Lutheran Haven Assisted Living Facility,Oviedo,Seminole,florida,28.6426402,-81.23124109999999,ROOFTOP,True
Lutheran Haven Extended Congregate Care,Oviedo,Seminole,florida,28.6426402,-81.23124109999999,ROOFTOP,True
Luxe Senior Living At Jupiter,Jupiter,Palm Beach,florida,26.886906,-80.108843,ROOFTOP,True
Luxe Senior Living At Wellington,Wellington,Palm Beach,florida,26.6399539,-80.2081414,ROOFTOP,True
Lynmoore St Lucie Lawnwood And Memory Care (The),Fort Pierce,St. Lucie,florida,27.4361621,-80.34024649999999,ROOFTOP,True
M & J Alf Corp,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
M & J Quality Care,Homestead,Miami-Dade,florida,25.5012181,-80.423442,ROOFTOP,True
M & M Care Home,West Palm Beach,Palm Beach,florida,26.7153424,-80.0533746,APPROXIMATE,True
M & M Comprehensive,Hialeah,Miami-Dade,florida,25.8730215,-80.2884296,ROOFTOP,True
M J Pavilion Nectarway,Oviedo,Seminole,florida,28.6619517,-81.2460085,GEOMETRIC_CENTER,True
M J Pavillion,Winter Springs,Seminole,florida,28.6988853,-81.30812259999999,APPROXIMATE,True
M Trianas Alf Corp,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
M.D. Retirement Home,Miami,Miami-Dade,florida,25.8442427,-80.18817109999999,GEOMETRIC_CENTER,True
Mablex Home Care,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
Macarena Assisted Living Facility,Miami,Miami-Dade,florida,25.7771513,-80.24986369999999,ROOFTOP,True
Machin 1 Alf,Miami,Miami-Dade,florida,25.5990522,-80.42442199999999,ROOFTOP,True
Machin 2 Alf,Miami,Miami-Dade,florida,25.626782,-80.4505149,ROOFTOP,True
Machin Moya Alf Corp,Miami,Miami-Dade,florida,25.6216806,-80.4188743,ROOFTOP,True
Madelin Home Care Corp,Miami,Miami-Dade,florida,25.741894,-80.36231819999999,ROOFTOP,True
Madison At Clermont,Clermont,Lake,florida,28.5475327,-81.7474958,ROOFTOP,True
Madison At Ocoee,Ocoee,Orange,florida,28.5705766,-81.5185359,ROOFTOP,True
Madison At Oviedo,Oviedo,Seminole,florida,28.6470437,-81.25316579999999,ROOFTOP,True
Mae Alf,Miami Gardens,Miami-Dade,florida,25.9399252,-80.28288900000001,ROOFTOP,True
Maggie'S Retirement Home,Miami,Miami-Dade,florida,25.7594818,-80.3249866,ROOFTOP,True
Maggie'S Retirement Home #4,Miami,Miami-Dade,florida,25.7594818,-80.3249866,ROOFTOP,True
Maggy'S Garden Alf,Hialeah Gardens,Miami-Dade,florida,25.8650961,-80.3244957,APPROXIMATE,True
Maggy'S Home Care,Hialeah,Miami-Dade,florida,25.9122641,-80.3464405,ROOFTOP,True
Maggys Home Care Iii,Miramar,Broward,florida,25.9122641,-80.3464405,ROOFTOP,True
Magiari,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
Magik Assisted Living,Hialeah,Miami-Dade,florida,25.9246882,-80.27962459999999,ROOFTOP,True
Magnolia Acres,Englewood,Sarasota,florida,26.958004,-82.3314315,ROOFTOP,True
Magnolia Gardens Assisted Living,Pinellas Park,Pinellas,florida,27.8276369,-82.6858843,ROOFTOP,True
Magnolia House,Safety Harbor,Pinellas,florida,27.9908529,-82.6931553,APPROXIMATE,True
Magnolia Manor Assisted Living,Lutz,Hillsborough,florida,28.1268103,-82.5430149,ROOFTOP,True
Magnolia Manor At Daytona Beach,Daytona Beach,Volusia,florida,29.1661333,-81.04787069999999,ROOFTOP,True
Magnolia Manor,Clearwater,Pinellas,florida,27.955888,-82.7962979,ROOFTOP,True
Magnolia Manor Of Palm Coast.,Palm Coast,Flagler,florida,29.5792686,-81.2473107,ROOFTOP,True
Magnolia On The Avenue,Bradenton,Manatee,florida,27.4953326,-82.57918269999999,ROOFTOP,True
Magnolia Senior Living,Sun City Center,Hillsborough,florida,27.7159908,-82.3671213,ROOFTOP,True
Maidelin Alf,Miami,Miami-Dade,florida,25.7670987,-80.2103801,ROOFTOP,True
Majestic Gardens,South Daytona,Volusia,florida,29.151307,-80.99516,ROOFTOP,True
Majestic Memory Care By Rsr,Hollywood,Broward,florida,26.0222612,-80.1318235,ROOFTOP,True
Majestic Senior Care Alf,Miami,Miami-Dade,florida,25.8217857,-80.3323644,ROOFTOP,True
Mama Llama,Wellington,Palm Beach,florida,26.6661681,-80.265819,ROOFTOP,True
Manatee Assisted Living Facility,Bradenton,Manatee,florida,27.4989278,-82.5748194,APPROXIMATE,True
Manatee River Assisted Living,Palmetto,Manatee,florida,27.5153972,-82.57400109999999,ROOFTOP,True
Mangrove Bay,Jupiter,Palm Beach,florida,26.9249285,-80.0773231,ROOFTOP,True
Manifestations Assisted Living Facility,Tampa,Hillsborough,florida,27.9779654,-82.4253469,ROOFTOP,True
Maples Leaf Assisted Living Facility At Fisherman Cove,Stuart,Martin,florida,27.1537256,-80.24406189999999,ROOFTOP,True
Maranatha Manor,Sebring,Highlands,florida,27.5179714,-81.4218561,ROOFTOP,True
Marbella Alf,Miami,Miami-Dade,florida,25.7506663,-80.2212096,ROOFTOP,True
Marcia Adult Care #1,Miami,Miami-Dade,florida,25.7880468,-80.1406619,ROOFTOP,True
Margate Assisted Living & Adult Care Center,Margate,Broward,florida,26.2364849,-80.2200613,ROOFTOP,True
Margreg Facilities Corp,Miami,Miami-Dade,florida,25.5681208,-80.39321369999999,ROOFTOP,True
Maria Adult Home Care Iii,Miami,Miami-Dade,florida,25.750707,-80.233296,ROOFTOP,True
Maria Home Care Corp,Homestead,Miami-Dade,florida,25.4687224,-80.4775569,APPROXIMATE,True
Maria'S Palace Corp,Miami,Miami-Dade,florida,25.769279,-80.22427239999999,ROOFTOP,True
Maries Manor,Winter Park,Orange,florida,28.6102864,-81.2909521,ROOFTOP,True
Marilin Adult Living Facility,Miami,Miami-Dade,florida,25.7012864,-80.3807661,ROOFTOP,True
Mariluca # 2,Miami,Miami-Dade,florida,25.7504626,-80.33205219999999,ROOFTOP,True
Mariluca 1,Miami,Miami-Dade,florida,25.7504626,-80.33205219999999,ROOFTOP,True
Marina Assisted Living Facility,Tampa,Hillsborough,florida,27.950575,-82.4571776,APPROXIMATE,True
Marina Isle Assisted Living,Sanford,Seminole,florida,28.8165813,-81.2658804,ROOFTOP,True
Mariner Palms 2,Spring Hill,Hernando,florida,28.5064038,-82.5221487,ROOFTOP,True
Mariner Palms I,Spring Hill,Hernando,florida,28.5064038,-82.5221487,ROOFTOP,True
Marion Oaks Assisted Living,Ocala,Marion,florida,29.0212616,-82.1818595,ROOFTOP,True
Mariposa,Lake Worth,Palm Beach,florida,26.5664009,-80.19221209999999,ROOFTOP,True
Maris Pointe,Venice,Sarasota,florida,27.0799855,-82.43713079999999,ROOFTOP,True
Marisol Alf Corp,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
Market Street Memory Care,Tarpon Springs,Pinellas,florida,28.1585273,-82.6957015,ROOFTOP,True
Market Street Palm Coast,Palm Coast,Flagler,florida,29.5526153,-81.2423379,ROOFTOP,True
Market Street Viera,Melbourne,Brevard,florida,28.2440073,-80.7140198,ROOFTOP,True
Marla Grove Alf,Miami,Miami-Dade,florida,25.747414,-80.21897799999999,ROOFTOP,True
Marryshow House,Sunrise,Broward,florida,26.1669711,-80.25659499999999,APPROXIMATE,True
Martha'S House & Assisted Living Facility,Melbourne,Brevard,florida,28.2394499,-80.7538538,ROOFTOP,True
Martin Residences,Miami,Miami-Dade,florida,25.7742536,-80.1932022,ROOFTOP,True
Mary Family Home,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
Mary'S Extreme Care,Miramar,Broward,florida,25.9871682,-80.20925710000002,ROOFTOP,True
Mary'S Home,Miami Lakes,Miami-Dade,florida,25.9087056,-80.30866189999999,APPROXIMATE,True
Mary'S House Alf,Cutler Bay,Miami-Dade,florida,25.5974425,-80.3400927,ROOFTOP,True
Mary'S Love & Care Home.,Hollywood,Broward,florida,26.0274594,-80.2282752,ROOFTOP,True
Mary'S On Bayshore,Venice,Sarasota,florida,27.1076385,-82.4541563,GEOMETRIC_CENTER,True
Mason House,Jacksonville,Duval,florida,30.361825,-81.678634,GEOMETRIC_CENTER,True
Masonic Home Of Florida,Saint Petersburg,Pinellas,florida,27.8019878,-82.633414,ROOFTOP,True
Mathison Retirement Community,Panama City,Bay,florida,30.2163653,-85.6714859,ROOFTOP,True
Maud'S Place,Miami,Miami-Dade,florida,25.6934249,-80.301272,ROOFTOP,True
Mauri Canteli Corp,Miami,Miami-Dade,florida,25.7937998,-80.3396365,ROOFTOP,True
Mayfield Retirement Center,Leesburg,Lake,florida,28.8152751,-81.8554611,ROOFTOP,True
Mayflower Assisted Living Facility,Winter Park,Orange,florida,28.6040919,-81.3219577,GEOMETRIC_CENTER,True
Mayflower Assisted Living The,High Springs,Alachua,florida,29.83699409999999,-82.6012496,ROOFTOP,True
Mayi'S Alf,Tampa,Hillsborough,florida,28.0842913,-82.4888526,ROOFTOP,True
Maylu Retirement Home,Miami,Miami-Dade,florida,25.776674,-80.2729655,ROOFTOP,True
Mcintosh Assisted Living,Micanopy,Alachua,florida,29.4666241,-82.2170529,ROOFTOP,True
Meadow Wood Homes,Homestead,Miami-Dade,florida,25.4687224,-80.4775569,APPROXIMATE,True
Meadows At Cypress Gardens (The),Winter Haven,Polk,florida,27.9911087,-81.6861234,ROOFTOP,True
Medflo Assisted Living Facility.,Oakland Park,Broward,florida,26.1723065,-80.1319893,APPROXIMATE,True
Medina'S Alf Corp,Miami,Miami-Dade,florida,25.8380616,-80.2511827,ROOFTOP,True
Mediterranean Assisted Living Facility Corp,Lake Worth,Palm Beach,florida,26.6167555,-80.0684479,APPROXIMATE,True
Mediterranean Comfort,Coral Springs,Broward,florida,26.2822659,-80.2667822,ROOFTOP,True
Melanie'S Alf,Miami,Miami-Dade,florida,25.7686022,-80.26408839999999,ROOFTOP,True
Melba Cove,Palm Bay,Brevard,florida,28.0043053,-80.687916,GEOMETRIC_CENTER,False
Melody Place,Safety Harbor,Pinellas,florida,27.9908529,-82.6931553,APPROXIMATE,True
Memorial Alf,Clearwater,Pinellas,florida,27.9066065,-82.7079107,ROOFTOP,True
Memory Care Of Naples,Naples,Collier,florida,26.177839,-81.7908358,ROOFTOP,True
Memory Lane Cottage At Oviedo,Oviedo,Seminole,florida,28.6642463,-81.20244079999999,ROOFTOP,True
Memory Lane Cottage At Tampa Palms,Tampa,Hillsborough,florida,28.110114,-82.3882721,ROOFTOP,True
Mercedes & Family Alf,Miami Gardens,Miami-Dade,florida,25.9399252,-80.28288900000001,ROOFTOP,True
Merceditas Home Care,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
Merciful Assisted Living,Port Saint Lucie,St. Lucie,florida,27.221808,-80.3615045,ROOFTOP,True
Mercy & Michael Alf,Miami,Miami-Dade,florida,25.7419028,-80.2153746,GEOMETRIC_CENTER,True
Mercy Family Care #1,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
Mercy Home Assisted Living Facility,Tampa,Hillsborough,florida,27.950575,-82.4571776,APPROXIMATE,True
Meridian At Brandon The,Tampa,Hillsborough,florida,27.9223512,-82.35376099999999,ROOFTOP,True
Merino Assisted Living Facility,Windermere,Orange,florida,28.4955593,-81.53479519999999,APPROXIMATE,True
Merlox Haven,Kissimmee,Osceola,florida,28.2919557,-81.40757099999999,APPROXIMATE,True
Merrill Gardens At Barkley Place,Fort Myers,Lee,florida,26.5868661,-81.8808628,ROOFTOP,True
Merrill Gardens At Solivita Marketplace,Kissimmee,Osceola,florida,28.1501235,-81.4723963,ROOFTOP,True
Merriment Assisted Living Residence,Hollywood,Broward,florida,26.0273017,-80.1447111,ROOFTOP,True
Merry One Alf,Miami,Miami-Dade,florida,25.7572591,-80.4243003,ROOFTOP,True
Mery Alf 3,Miami,Miami-Dade,florida,25.737253,-80.4229374,ROOFTOP,True
Mery Alf Corp,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
Mgr Home #2,Miami,Miami-Dade,florida,25.7977751,-80.34003299999999,ROOFTOP,True
Mgr Home,Miami,Miami-Dade,florida,25.8110581,-80.3306099,ROOFTOP,True
Mi Arcoiris Family Care,Hialeah,Miami-Dade,florida,25.8868637,-80.325366,ROOFTOP,True
Mi Bello Hogar Living Facility,Tampa,Hillsborough,florida,27.9917799,-82.4995763,ROOFTOP,True
Mi Casa Adult Living Facility Home,Jacksonville,Duval,florida,30.25212819999999,-81.62641320000002,ROOFTOP,True
Mi Casa Dorada Assisted Living Facility Corp,Miami,Miami-Dade,florida,25.7013023,-80.34748440000001,ROOFTOP,True
Mi Casita Alf,Miami,Miami-Dade,florida,25.7686567,-80.2309441,ROOFTOP,True
Mi Casita Alf,Deltona,Volusia,florida,28.9005446,-81.26367379999999,APPROXIMATE,True
Mi Gran Familia Corp,Miami,Miami-Dade,florida,25.7937998,-80.3396365,ROOFTOP,True
Mi Hogar,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
Mi Nueva Vida Alf,Miami,Miami-Dade,florida,25.7485018,-80.3144963,ROOFTOP,True
Mi Nueva Vida Corp,Miami,Miami-Dade,florida,25.7485018,-80.3144963,ROOFTOP,True
Mi Sublime Atardecer,Miami Gardens,Miami-Dade,florida,25.9420377,-80.2456045,APPROXIMATE,True
Miami Asturias Home,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
Miami Comfort Cove,Miami,Miami-Dade,florida,25.8089179,-80.2750586,ROOFTOP,True
Miami Gardens Manor,Miami Gardens,Miami-Dade,florida,25.9409179,-80.2473297,GEOMETRIC_CENTER,True
Miami Lakes Retirement Home,Hialeah,Miami-Dade,florida,25.9133562,-80.3424204,GEOMETRIC_CENTER,True
Miami Lakes Senior Care.,Miami Lakes,Miami-Dade,florida,25.9218186,-80.3452547,ROOFTOP,True
Miami Springs Assisted Living,Miami Springs,Miami-Dade,florida,25.8223198,-80.289495,APPROXIMATE,True
Miami-Dade County,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,False
Mia'S Adult Care Alf,Miami,Miami-Dade,florida,25.7880468,-80.1406619,ROOFTOP,True
Micasa Senior Living,Hollywood,Broward,florida,26.0118619,-80.20867559999999,ROOFTOP,True
Micht Corp,Tampa,Hillsborough,florida,27.9460743,-82.4684599,ROOFTOP,True
Midtown Assisted Living Residence,Hollywood,Broward,florida,26.0112014,-80.1494901,APPROXIMATE,True
Midway Manor Alf,Clearwater,Pinellas,florida,27.9329319,-82.78845969999999,ROOFTOP,True
Midway Retirement Residence,Miami,Miami-Dade,florida,25.7689551,-80.3252132,ROOFTOP,True
Miller Heights Home,Miami,Miami-Dade,florida,25.7167825,-80.3469154,ROOFTOP,True
Miller Retirement Home,Miami,Miami-Dade,florida,25.7184121,-80.3010027,GEOMETRIC_CENTER,True
Miller'S Adult Home Care,Orange Park,Clay,florida,30.1704449,-81.7423159,ROOFTOP,True
Milly'S Family Home.,Miami,Miami-Dade,florida,25.764916,-80.23988659999999,ROOFTOP,True
Mily'S Sweet Home Alf,Tampa,Hillsborough,florida,27.9671154,-82.4940994,ROOFTOP,True
Mimas Meadow Home,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
Minneola Place A Homebridge Community Assisted Living,Minneola,Lake,florida,28.5771467,-81.75162069999999,ROOFTOP,True
Mirabelle,Miami,Miami-Dade,florida,25.6873203,-80.31514779999999,ROOFTOP,True
Miracle Alf,Tampa,Hillsborough,florida,28.0103597,-82.5820446,ROOFTOP,True
Miramar Senior Living Iii,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
Miramar Senior Living Iv,Miami,Miami-Dade,florida,25.7001763,-80.3657236,ROOFTOP,True
Miramar Senior Living Vi,Miami,Miami-Dade,florida,25.7784818,-80.2454253,GEOMETRIC_CENTER,True
Mirella'S Assisted Living,Tampa,Hillsborough,florida,27.950575,-82.4571776,APPROXIMATE,True
Mis Abuelos Home Care Corp,Tampa,Hillsborough,florida,27.950575,-82.4571776,APPROXIMATE,True
Mis Dias Dorados Alf,Miami,Miami-Dade,florida,25.7686022,-80.26408839999999,ROOFTOP,True
Mission Oaks Assisted Living And Memory Care,Oxford,Sumter,florida,28.9131928,-82.03814349999999,ROOFTOP,True
Mister Amadeo'S Retirement Home,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
Ml Willow Haven Alf,Miami,Miami-Dade,florida,25.7686022,-80.26408839999999,ROOFTOP,True
Molly'S Care Home,Ocklawaha,Marion,florida,29.0427592,-81.9292505,APPROXIMATE,True
Mom & Daughter Home Care Alf,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
Monher Alf Corp,Homestead,Miami-Dade,florida,25.5542771,-80.37363409999999,ROOFTOP,True
Monica'S Alf,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
Monte Olivo Adult Care,Miami,Miami-Dade,florida,25.7394279,-80.25443419999999,ROOFTOP,True
Moonshine Alf,Miami,Miami-Dade,florida,25.7686022,-80.26408839999999,ROOFTOP,True
Moore Care Assisted Living Facility,Riviera Beach,Palm Beach,florida,26.7882673,-80.074241,ROOFTOP,True
Moorings Park Oakstone At Grey Oaks,Naples,Collier,florida,26.1750438,-81.7679426,ROOFTOP,True
Morningside Manor & Villa Adult Care Corp,Miami Springs,Miami-Dade,florida,25.8169107,-80.2803744,ROOFTOP,True
Morr Young,Tamarac,Broward,florida,26.2128609,-80.2497707,APPROXIMATE,True
Morselife Memory Care Residence,West Palm Beach,Palm Beach,florida,26.746162,-80.115906,ROOFTOP,True
Mp Diversified Services Corp,Miami,Miami-Dade,florida,25.7954286,-80.2406857,ROOFTOP,True
Mrm Boarding Home,Pinellas Park,Pinellas,florida,27.8382452,-82.7164916,GEOMETRIC_CENTER,True
Mundi Home,Miami,Miami-Dade,florida,25.7323671,-80.2526644,GEOMETRIC_CENTER,True
Muriel Manor Assisted Living Facility,Saint Petersburg,Pinellas,florida,27.7676008,-82.64029149999999,APPROXIMATE,True
My Dream Alf,Miami,Miami-Dade,florida,25.7328603,-80.33247589999999,ROOFTOP,True
My Grandfather Home Care,Miami,Miami-Dade,florida,25.7798509,-80.21963180000002,ROOFTOP,True
My Living Care,Homestead,Miami-Dade,florida,25.4776122,-80.4759707,ROOFTOP,True
My Mom'S Home Alf,Tampa,Hillsborough,florida,27.9911018,-82.4417655,ROOFTOP,True
My Mom'S Home Alf West Tampa,Tampa,Hillsborough,florida,27.9533546,-82.4892617,APPROXIMATE,True
My Sweet Home,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
My Sweet Home Ii,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
Myp Sendero De Fe Home Care,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
Myrtle'S Haven,Palm Bay,Brevard,florida,28.0344621,-80.5886646,APPROXIMATE,True
N Dream Alf,Miami,Miami-Dade,florida,25.9574649,-80.1744849,GEOMETRIC_CENTER,True
Naina'S Angelic Hands Assisted Living,Port Saint Lucie,St. Lucie,florida,27.3467885,-80.4091394,ROOFTOP,True
Nami Home 2,Pembroke Pines,Broward,florida,26.007765,-80.2962555,APPROXIMATE,True
Nami Home.,Pembroke Pines,Broward,florida,26.0083333,-80.3722222,ROOFTOP,True
Nancy Dengler House The,Jennings,Hamilton,florida,30.6039535,-83.0981618,APPROXIMATE,True
Nancy'S Home Care,Miami,Miami-Dade,florida,25.7994085,-80.2079684,ROOFTOP,True
Naples Care,Naples,Collier,florida,26.2701929,-81.78542379999999,ROOFTOP,True
Naples Green Village,Naples,Collier,florida,26.2743442,-81.7721213,ROOFTOP,True
Natalia Alf,Miami,Miami-Dade,florida,25.7686022,-80.26408839999999,ROOFTOP,True
Nates Health Services,Port Saint Lucie,St. Lucie,florida,27.263838,-80.28544509999999,ROOFTOP,True
National Church Residences Of Bradenton Fl,Bradenton,Manatee,florida,27.4989278,-82.5748194,APPROXIMATE,True
Naval Continuing Care Retirement Foundation.,Atlantic Beach,Duval,florida,30.3538087,-81.4105476,ROOFTOP,True
Navarre Gardens Assisted Living Facility,Navarre,Santa Rosa,florida,30.4025126,-86.9199548,ROOFTOP,True
Navarre Gardens,Navarre,Santa Rosa,florida,30.4025126,-86.9199548,ROOFTOP,True
Negrin Home The,Miami,Miami-Dade,florida,25.7414133,-80.29445400000002,ROOFTOP,True
Nena'S On The Lake Alf,Lauderhill,Broward,florida,26.1403635,-80.2133808,APPROXIMATE,True
Neptune Manor Care Home Alf,Kissimmee,Osceola,florida,28.2919557,-81.40757099999999,APPROXIMATE,True
Nesly Home CareLlc,Miami,Miami-Dade,florida,25.7885352,-80.2296044,ROOFTOP,True
